ZIP,Year,Measure,Female,Male,Percent,Percent.Female,Percent.Male,Total
68132,2018,X80.to.84.years,123,24,1,1.7,0.3,147
68132,2018,X85.years.and.over,38,21,0.4,0.5,0.3,59
68132,2018,Median.age..years.,32.4,33.5,NA,NA,NA,32.8
68132,2019,Total.population,7176,7143,NA,NA,NA,14319
68132,2019,Under.5.years,414,593,7,5.8,8.3,1007
68132,2019,X5.to.9.years,417,345,5.3,5.8,4.8,762
68132,2019,X10.to.14.years,389,405,5.5,5.4,5.7,794
68132,2019,X15.to.19.years,641,733,9.6,8.9,10.3,1374
68132,2019,X20.to.24.years,660,678,9.3,9.2,9.5,1338
68132,2019,X25.to.29.years,738,552,9,10.3,7.7,1290
68132,2019,X30.to.34.years,593,399,6.9,8.3,5.6,992
68132,2019,X35.to.39.years,496,579,7.5,6.9,8.1,1075
68132,2019,X40.to.44.years,427,484,6.4,6,6.8,911
68132,2019,X45.to.49.years,603,590,8.3,8.4,8.3,1193
68132,2019,X50.to.54.years,414,365,5.4,5.8,5.1,779
68132,2019,X55.to.59.years,301,411,5,4.2,5.8,712
68132,2019,X60.to.64.years,333,356,4.8,4.6,5,689
68132,2019,X65.to.69.years,241,291,3.7,3.4,4.1,532
68132,2019,X70.to.74.years,255,227,3.4,3.6,3.2,482
68132,2019,X75.to.79.years,99,83,1.3,1.4,1.2,182
68132,2019,X80.to.84.years,119,31,1,1.7,0.4,150
68132,2019,X85.years.and.over,36,21,0.4,0.5,0.3,57
68132,2019,Median.age..years.,31.7,32.8,NA,NA,NA,32.2
68132,2020,Total.population,7288,7983,NA,NA,NA,15271
68132,2020,Under.5.years,402,525,6.1,5.5,6.6,927
68132,2020,X5.to.9.years,484,786,8.3,6.6,9.8,1270
68132,2020,X10.to.14.years,393,475,5.7,5.4,6,868
68132,2020,X15.to.19.years,626,785,9.2,8.6,9.8,1411
68132,2020,X20.to.24.years,735,637,9,10.1,8,1372
68132,2020,X25.to.29.years,691,814,9.9,9.5,10.2,1505
68132,2020,X30.to.34.years,452,473,6.1,6.2,5.9,925
68132,2020,X35.to.39.years,498,499,6.5,6.8,6.3,997
68132,2020,X40.to.44.years,484,497,6.4,6.6,6.2,981
68132,2020,X45.to.49.years,612,570,7.7,8.4,7.1,1182
68132,2020,X50.to.54.years,361,443,5.3,5,5.5,804
68132,2020,X55.to.59.years,386,311,4.6,5.3,3.9,697
68132,2020,X60.to.64.years,344,331,4.4,4.7,4.1,675
68132,2020,X65.to.69.years,327,425,4.9,4.5,5.3,752
68132,2020,X70.to.74.years,265,255,3.4,3.6,3.2,520
68132,2020,X75.to.79.years,74,111,1.2,1,1.4,185
68132,2020,X80.to.84.years,117,29,1,1.6,0.4,146
68132,2020,X85.years.and.over,37,17,0.4,0.5,0.2,54
68132,2020,Median.age..years.,33.1,29.9,NA,NA,NA,30.8
68134,2018,Total.population,15436,13634,NA,NA,NA,29070
68134,2018,Under.5.years,1191,956,7.4,7.7,7,2147
68134,2018,X5.to.9.years,987,908,6.5,6.4,6.7,1895
68134,2018,X10.to.14.years,779,813,5.5,5,6,1592
68134,2018,X15.to.19.years,674,808,5.1,4.4,5.9,1482
68134,2018,X20.to.24.years,1215,1171,8.2,7.9,8.6,2386
68134,2018,X25.to.29.years,1213,1218,8.4,7.9,8.9,2431
68134,2018,X30.to.34.years,1243,1127,8.2,8.1,8.3,2370
68134,2018,X35.to.39.years,870,1085,6.7,5.6,8,1955
68134,2018,X40.to.44.years,800,574,4.7,5.2,4.2,1374
68134,2018,X45.to.49.years,988,791,6.1,6.4,5.8,1779
68134,2018,X50.to.54.years,962,932,6.5,6.2,6.8,1894
68134,2018,X55.to.59.years,1064,925,6.8,6.9,6.8,1989
68134,2018,X60.to.64.years,1060,715,6.1,6.9,5.2,1775
68134,2018,X65.to.69.years,961,648,5.5,6.2,4.8,1609
68134,2018,X70.to.74.years,583,431,3.5,3.8,3.2,1014
68134,2018,X75.to.79.years,374,243,2.1,2.4,1.8,617
68134,2018,X80.to.84.years,192,152,1.2,1.2,1.1,344
68134,2018,X85.years.and.over,280,137,1.4,1.8,1,417
68134,2018,Median.age..years.,36.6,34.1,NA,NA,NA,35.5
68134,2019,Total.population,15454,14206,NA,NA,NA,29660
68134,2019,Under.5.years,975,1018,6.7,6.3,7.2,1993
68134,2019,X5.to.9.years,1152,1042,7.4,7.5,7.3,2194
68134,2019,X10.to.14.years,746,809,5.2,4.8,5.7,1555
68134,2019,X15.to.19.years,727,812,5.2,4.7,5.7,1539
68134,2019,X20.to.24.years,1134,1268,8.1,7.3,8.9,2402
68134,2019,X25.to.29.years,1143,1221,8,7.4,8.6,2364
68134,2019,X30.to.34.years,1227,1097,7.8,7.9,7.7,2324
68134,2019,X35.to.39.years,938,1137,7,6.1,8,2075
68134,2019,X40.to.44.years,832,630,4.9,5.4,4.4,1462
68134,2019,X45.to.49.years,878,859,5.9,5.7,6,1737
68134,2019,X50.to.54.years,1000,881,6.3,6.5,6.2,1881
68134,2019,X55.to.59.years,1144,907,6.9,7.4,6.4,2051
68134,2019,X60.to.64.years,1062,817,6.3,6.9,5.8,1879
68134,2019,X65.to.69.years,969,724,5.7,6.3,5.1,1693
68134,2019,X70.to.74.years,652,375,3.5,4.2,2.6,1027
68134,2019,X75.to.79.years,442,334,2.6,2.9,2.4,776
68134,2019,X80.to.84.years,179,154,1.1,1.2,1.1,333
68134,2019,X85.years.and.over,254,121,1.3,1.6,0.9,375
68134,2019,Median.age..years.,37.4,34.3,NA,NA,NA,36.1
68134,2020,Total.population,16351,14923,NA,NA,NA,31274
68134,2020,Under.5.years,1268,1310,8.2,7.8,8.8,2578
68134,2020,X5.to.9.years,1138,1008,6.9,7,6.8,2146
68134,2020,X10.to.14.years,845,720,5,5.2,4.8,1565
68134,2020,X15.to.19.years,873,948,5.8,5.3,6.4,1821
68134,2020,X20.to.24.years,1231,1252,7.9,7.5,8.4,2483
68134,2020,X25.to.29.years,1372,1259,8.4,8.4,8.4,2631
68134,2020,X30.to.34.years,1357,1211,8.2,8.3,8.1,2568
68134,2020,X35.to.39.years,907,1424,7.5,5.5,9.5,2331
68134,2020,X40.to.44.years,803,649,4.6,4.9,4.3,1452
68134,2020,X45.to.49.years,784,652,4.6,4.8,4.4,1436
68134,2020,X50.to.54.years,976,933,6.1,6,6.3,1909
68134,2020,X55.to.59.years,1203,875,6.6,7.4,5.9,2078
68134,2020,X60.to.64.years,1161,985,6.9,7.1,6.6,2146
68134,2020,X65.to.69.years,1011,698,5.5,6.2,4.7,1709
68134,2020,X70.to.74.years,637,419,3.4,3.9,2.8,1056
68134,2020,X75.to.79.years,407,337,2.4,2.5,2.3,744
68134,2020,X80.to.84.years,171,128,1,1,0.9,299
68134,2020,X85.years.and.over,207,115,1,1.3,0.8,322
68134,2020,Median.age..years.,35.4,33.9,NA,NA,NA,34.6
68135,2018,Total.population,14814,14206,NA,NA,NA,29020
68135,2018,Under.5.years,1265,1340,9,8.5,9.4,2605
68135,2018,X5.to.9.years,1122,1296,8.3,7.6,9.1,2418
68135,2018,X10.to.14.years,1199,1117,8,8.1,7.9,2316
68135,2018,X15.to.19.years,1197,1217,8.3,8.1,8.6,2414
68135,2018,X20.to.24.years,499,656,4,3.4,4.6,1155
68135,2018,X25.to.29.years,895,605,5.2,6,4.3,1500
68135,2018,X30.to.34.years,1213,1092,7.9,8.2,7.7,2305
68135,2018,X35.to.39.years,1216,1138,8.1,8.2,8,2354
68135,2018,X40.to.44.years,1020,923,6.7,6.9,6.5,1943
68135,2018,X45.to.49.years,1210,1037,7.7,8.2,7.3,2247
68135,2018,X50.to.54.years,1158,1180,8.1,7.8,8.3,2338
68135,2018,X55.to.59.years,843,984,6.3,5.7,6.9,1827
68135,2018,X60.to.64.years,566,562,3.9,3.8,4,1128
68135,2018,X65.to.69.years,599,400,3.4,4,2.8,999
68135,2018,X70.to.74.years,379,303,2.4,2.6,2.1,682
68135,2018,X75.to.79.years,206,173,1.3,1.4,1.2,379
68135,2018,X80.to.84.years,175,120,1,1.2,0.8,295
68135,2018,X85.years.and.over,52,63,0.4,0.4,0.4,115
68135,2018,Median.age..years.,35.1,34,NA,NA,NA,34.4
68135,2019,Total.population,14965,14698,NA,NA,NA,29663
68135,2019,Under.5.years,1286,1327,8.8,8.6,9,2613
68135,2019,X5.to.9.years,1151,1277,8.2,7.7,8.7,2428
68135,2019,X10.to.14.years,1062,1189,7.6,7.1,8.1,2251
68135,2019,X15.to.19.years,1399,1336,9.2,9.3,9.1,2735
68135,2019,X20.to.24.years,537,755,4.4,3.6,5.1,1292
68135,2019,X25.to.29.years,716,684,4.7,4.8,4.7,1400
68135,2019,X30.to.34.years,1200,946,7.2,8,6.4,2146
68135,2019,X35.to.39.years,1299,1321,8.8,8.7,9,2620
68135,2019,X40.to.44.years,996,967,6.6,6.7,6.6,1963
68135,2019,X45.to.49.years,1344,1086,8.2,9,7.4,2430
68135,2019,X50.to.54.years,1142,1114,7.6,7.6,7.6,2256
68135,2019,X55.to.59.years,834,984,6.1,5.6,6.7,1818
68135,2019,X60.to.64.years,605,617,4.1,4,4.2,1222
68135,2019,X65.to.69.years,580,445,3.5,3.9,3,1025
68135,2019,X70.to.74.years,376,294,2.3,2.5,2,670
68135,2019,X75.to.79.years,221,180,1.4,1.5,1.2,401
68135,2019,X80.to.84.years,157,128,1,1,0.9,285
68135,2019,X85.years.and.over,60,48,0.4,0.4,0.3,108
68135,2019,Median.age..years.,35.6,34.3,NA,NA,NA,34.9
68135,2020,Total.population,14708,14621,NA,NA,NA,29329
68135,2020,Under.5.years,1431,1392,9.6,9.7,9.5,2823
68135,2020,X5.to.9.years,1010,1122,7.3,6.9,7.7,2132
68135,2020,X10.to.14.years,1000,1188,7.5,6.8,8.1,2188
68135,2020,X15.to.19.years,1281,1320,8.9,8.7,9,2601
68135,2020,X20.to.24.years,536,728,4.3,3.6,5,1264
68135,2020,X25.to.29.years,657,623,4.4,4.5,4.3,1280
68135,2020,X30.to.34.years,1248,1097,8,8.5,7.5,2345
68135,2020,X35.to.39.years,1186,1223,8.2,8.1,8.4,2409
68135,2020,X40.to.44.years,857,884,5.9,5.8,6,1741
68135,2020,X45.to.49.years,1277,1044,7.9,8.7,7.1,2321
68135,2020,X50.to.54.years,1288,1058,8,8.8,7.2,2346
68135,2020,X55.to.59.years,985,1240,7.6,6.7,8.5,2225
68135,2020,X60.to.64.years,592,587,4,4,4,1179
68135,2020,X65.to.69.years,582,466,3.6,4,3.2,1048
68135,2020,X70.to.74.years,386,302,2.3,2.6,2.1,688
68135,2020,X75.to.79.years,188,169,1.2,1.3,1.2,357
68135,2020,X80.to.84.years,143,133,0.9,1,0.9,276
68135,2020,X85.years.and.over,61,45,0.4,0.4,0.3,106
68135,2020,Median.age..years.,35.9,34.5,NA,NA,NA,35.1
68137,2018,Total.population,12796,13188,NA,NA,NA,25984
68137,2018,Under.5.years,927,1387,8.9,7.2,10.5,2314
68137,2018,X5.to.9.years,760,1040,6.9,5.9,7.9,1800
68137,2018,X10.to.14.years,906,657,6,7.1,5,1563
68137,2018,X15.to.19.years,608,626,4.7,4.8,4.7,1234
68137,2018,X20.to.24.years,649,670,5.1,5.1,5.1,1319
68137,2018,X25.to.29.years,960,1242,8.5,7.5,9.4,2202
68137,2018,X30.to.34.years,1123,1051,8.4,8.8,8,2174
68137,2018,X35.to.39.years,830,992,7,6.5,7.5,1822
68137,2018,X40.to.44.years,669,687,5.2,5.2,5.2,1356
68137,2018,X45.to.49.years,746,822,6,5.8,6.2,1568
68137,2018,X50.to.54.years,816,620,5.5,6.4,4.7,1436
68137,2018,X55.to.59.years,911,825,6.7,7.1,6.3,1736
68137,2018,X60.to.64.years,877,716,6.1,6.9,5.4,1593
68137,2018,X65.to.69.years,685,748,5.5,5.4,5.7,1433
68137,2018,X70.to.74.years,432,459,3.4,3.4,3.5,891
68137,2018,X75.to.79.years,344,250,2.3,2.7,1.9,594
68137,2018,X80.to.84.years,168,220,1.5,1.3,1.7,388
68137,2018,X85.years.and.over,385,176,2.2,3,1.3,561
68137,2018,Median.age..years.,37.3,34.6,NA,NA,NA,35.9
68137,2019,Total.population,12757,12947,NA,NA,NA,25704
68137,2019,Under.5.years,862,1157,7.9,6.8,8.9,2019
68137,2019,X5.to.9.years,751,1055,7,5.9,8.1,1806
68137,2019,X10.to.14.years,909,758,6.5,7.1,5.9,1667
68137,2019,X15.to.19.years,783,617,5.4,6.1,4.8,1400
68137,2019,X20.to.24.years,557,647,4.7,4.4,5,1204
68137,2019,X25.to.29.years,983,1221,8.6,7.7,9.4,2204
68137,2019,X30.to.34.years,973,1008,7.7,7.6,7.8,1981
68137,2019,X35.to.39.years,905,959,7.3,7.1,7.4,1864
68137,2019,X40.to.44.years,684,679,5.3,5.4,5.2,1363
68137,2019,X45.to.49.years,701,884,6.2,5.5,6.8,1585
68137,2019,X50.to.54.years,771,559,5.2,6,4.3,1330
68137,2019,X55.to.59.years,882,838,6.7,6.9,6.5,1720
68137,2019,X60.to.64.years,856,655,5.9,6.7,5.1,1511
68137,2019,X65.to.69.years,768,776,6,6,6,1544
68137,2019,X70.to.74.years,413,431,3.3,3.2,3.3,844
68137,2019,X75.to.79.years,360,261,2.4,2.8,2,621
68137,2019,X80.to.84.years,227,270,1.9,1.8,2.1,497
68137,2019,X85.years.and.over,372,172,2.1,2.9,1.3,544
68137,2019,Median.age..years.,37.9,35,NA,NA,NA,36.2
68137,2020,Total.population,12473,12309,NA,NA,NA,24782
68137,2020,Under.5.years,835,846,6.8,6.7,6.9,1681
68137,2020,X5.to.9.years,779,885,6.7,6.2,7.2,1664
68137,2020,X10.to.14.years,735,725,5.9,5.9,5.9,1460
68137,2020,X15.to.19.years,810,658,5.9,6.5,5.3,1468
68137,2020,X20.to.24.years,443,545,4,3.6,4.4,988
68137,2020,X25.to.29.years,1081,1079,8.7,8.7,8.8,2160
68137,2020,X30.to.34.years,927,1077,8.1,7.4,8.7,2004
68137,2020,X35.to.39.years,909,1031,7.8,7.3,8.4,1940
68137,2020,X40.to.44.years,548,771,5.3,4.4,6.3,1319
68137,2020,X45.to.49.years,647,789,5.8,5.2,6.4,1436
68137,2020,X50.to.54.years,858,531,5.6,6.9,4.3,1389
68137,2020,X55.to.59.years,877,732,6.5,7,5.9,1609
68137,2020,X60.to.64.years,832,732,6.3,6.7,5.9,1564
68137,2020,X65.to.69.years,842,831,6.8,6.8,6.8,1673
68137,2020,X70.to.74.years,492,403,3.6,3.9,3.3,895
68137,2020,X75.to.79.years,328,261,2.4,2.6,2.1,589
68137,2020,X80.to.84.years,222,220,1.8,1.8,1.8,442
68137,2020,X85.years.and.over,308,193,2,2.5,1.6,501
68137,2020,Median.age..years.,38.3,36.3,NA,NA,NA,37.2
68142,2018,Total.population,1870,2098,NA,NA,NA,3968
68142,2018,Under.5.years,92,174,6.7,4.9,8.3,266
68142,2018,X5.to.9.years,120,130,6.3,6.4,6.2,250
68142,2018,X10.to.14.years,141,93,5.9,7.5,4.4,234
68142,2018,X15.to.19.years,86,198,7.2,4.6,9.4,284
68142,2018,X20.to.24.years,82,135,5.5,4.4,6.4,217
68142,2018,X25.to.29.years,230,112,8.6,12.3,5.3,342
68142,2018,X30.to.34.years,128,190,8,6.8,9.1,318
68142,2018,X35.to.39.years,50,150,5,2.7,7.1,200
68142,2018,X40.to.44.years,87,47,3.4,4.7,2.2,134
68142,2018,X45.to.49.years,173,194,9.2,9.3,9.2,367
68142,2018,X50.to.54.years,127,201,8.3,6.8,9.6,328
68142,2018,X55.to.59.years,145,137,7.1,7.8,6.5,282
68142,2018,X60.to.64.years,172,95,6.7,9.2,4.5,267
68142,2018,X65.to.69.years,97,155,6.4,5.2,7.4,252
68142,2018,X70.to.74.years,86,23,2.7,4.6,1.1,109
68142,2018,X75.to.79.years,46,49,2.4,2.5,2.3,95
68142,2018,X80.to.84.years,8,0,0.2,0.4,0,8
68142,2018,X85.years.and.over,0,15,0.4,0,0.7,15
68142,2018,Median.age..years.,41.9,36.2,NA,NA,NA,37.1
68142,2019,Total.population,2148,2442,NA,NA,NA,4590
68142,2019,Under.5.years,111,250,7.9,5.2,10.2,361
68142,2019,X5.to.9.years,123,137,5.7,5.7,5.6,260
68142,2019,X10.to.14.years,148,105,5.5,6.9,4.3,253
68142,2019,X15.to.19.years,67,159,4.9,3.1,6.5,226
68142,2019,X20.to.24.years,100,181,6.1,4.7,7.4,281
68142,2019,X25.to.29.years,306,137,9.7,14.2,5.6,443
68142,2019,X30.to.34.years,162,227,8.5,7.5,9.3,389
68142,2019,X35.to.39.years,64,182,5.4,3,7.5,246
68142,2019,X40.to.44.years,114,64,3.9,5.3,2.6,178
68142,2019,X45.to.49.years,190,218,8.9,8.8,8.9,408
68142,2019,X50.to.54.years,63,188,5.5,2.9,7.7,251
68142,2019,X55.to.59.years,244,239,10.5,11.4,9.8,483
68142,2019,X60.to.64.years,211,85,6.4,9.8,3.5,296
68142,2019,X65.to.69.years,90,153,5.3,4.2,6.3,243
68142,2019,X70.to.74.years,86,30,2.5,4,1.2,116
68142,2019,X75.to.79.years,49,71,2.6,2.3,2.9,120
68142,2019,X80.to.84.years,8,0,0.2,0.4,0,8
68142,2019,X85.years.and.over,12,16,0.6,0.6,0.7,28
68142,2019,Median.age..years.,39.7,36.2,NA,NA,NA,37.2
68142,2020,Total.population,2016,2385,NA,NA,NA,4401
68142,2020,Under.5.years,64,294,8.1,3.2,12.3,358
68142,2020,X5.to.9.years,107,161,6.1,5.3,6.8,268
68142,2020,X10.to.14.years,123,94,4.9,6.1,3.9,217
68142,2020,X15.to.19.years,25,122,3.3,1.2,5.1,147
68142,2020,X20.to.24.years,106,188,6.7,5.3,7.9,294
68142,2020,X25.to.29.years,344,204,12.5,17.1,8.6,548
68142,2020,X30.to.34.years,188,233,9.6,9.3,9.8,421
68142,2020,X35.to.39.years,47,159,4.7,2.3,6.7,206
68142,2020,X40.to.44.years,116,56,3.9,5.8,2.3,172
68142,2020,X45.to.49.years,147,254,9.1,7.3,10.6,401
68142,2020,X50.to.54.years,59,126,4.2,2.9,5.3,185
68142,2020,X55.to.59.years,307,198,11.5,15.2,8.3,505
68142,2020,X60.to.64.years,207,84,6.6,10.3,3.5,291
68142,2020,X65.to.69.years,60,144,4.6,3,6,204
68142,2020,X70.to.74.years,71,31,2.3,3.5,1.3,102
68142,2020,X75.to.79.years,13,20,0.7,0.6,0.8,33
68142,2020,X80.to.84.years,20,0,0.5,1,0,20
68142,2020,X85.years.and.over,12,17,0.7,0.6,0.7,29
68142,2020,Median.age..years.,40.5,32.2,NA,NA,NA,34.2
68144,2018,Total.population,12264,11613,NA,NA,NA,23877
68144,2018,Under.5.years,678,854,6.4,5.5,7.4,1532
68144,2018,X5.to.9.years,764,739,6.3,6.2,6.4,1503
68144,2018,X10.to.14.years,771,868,6.9,6.3,7.5,1639
68144,2018,X15.to.19.years,685,693,5.8,5.6,6,1378
68144,2018,X20.to.24.years,546,591,4.8,4.5,5.1,1137
68144,2018,X25.to.29.years,894,778,7,7.3,6.7,1672
68144,2018,X30.to.34.years,706,846,6.5,5.8,7.3,1552
68144,2018,X35.to.39.years,911,882,7.5,7.4,7.6,1793
68144,2018,X40.to.44.years,699,460,4.9,5.7,4,1159
68144,2018,X45.to.49.years,683,742,6,5.6,6.4,1425
68144,2018,X50.to.54.years,923,733,6.9,7.5,6.3,1656
68144,2018,X55.to.59.years,712,846,6.5,5.8,7.3,1558
68144,2018,X60.to.64.years,939,773,7.2,7.7,6.7,1712
68144,2018,X65.to.69.years,647,700,5.6,5.3,6,1347
68144,2018,X70.to.74.years,616,476,4.6,5,4.1,1092
68144,2018,X75.to.79.years,534,299,3.5,4.4,2.6,833
68144,2018,X80.to.84.years,273,219,2.1,2.2,1.9,492
68144,2018,X85.years.and.over,283,114,1.7,2.3,1,397
68144,2018,Median.age..years.,40.8,37.9,NA,NA,NA,39.1
68144,2019,Total.population,12117,11191,NA,NA,NA,23308
68144,2019,Under.5.years,633,831,6.3,5.2,7.4,1464
68144,2019,X5.to.9.years,848,630,6.3,7,5.6,1478
68144,2019,X10.to.14.years,803,903,7.3,6.6,8.1,1706
68144,2019,X15.to.19.years,730,635,5.9,6,5.7,1365
68144,2019,X20.to.24.years,527,443,4.2,4.3,4,970
68144,2019,X25.to.29.years,778,739,6.5,6.4,6.6,1517
68144,2019,X30.to.34.years,605,649,5.4,5,5.8,1254
68144,2019,X35.to.39.years,963,840,7.7,7.9,7.5,1803
68144,2019,X40.to.44.years,741,524,5.4,6.1,4.7,1265
68144,2019,X45.to.49.years,769,704,6.3,6.3,6.3,1473
68144,2019,X50.to.54.years,786,756,6.6,6.5,6.8,1542
68144,2019,X55.to.59.years,760,825,6.8,6.3,7.4,1585
68144,2019,X60.to.64.years,918,825,7.5,7.6,7.4,1743
68144,2019,X65.to.69.years,750,781,6.6,6.2,7,1531
68144,2019,X70.to.74.years,549,493,4.5,4.5,4.4,1042
68144,2019,X75.to.79.years,504,317,3.5,4.2,2.8,821
68144,2019,X80.to.84.years,218,166,1.6,1.8,1.5,384
68144,2019,X85.years.and.over,235,130,1.6,1.9,1.2,365
68144,2019,Median.age..years.,40.7,39.6,NA,NA,NA,40.3
68144,2020,Total.population,12373,12501,NA,NA,NA,24874
68144,2020,Under.5.years,501,601,4.4,4,4.8,1102
68144,2020,X5.to.9.years,1005,807,7.3,8.1,6.5,1812
68144,2020,X10.to.14.years,766,1281,8.2,6.2,10.2,2047
68144,2020,X15.to.19.years,923,802,6.9,7.5,6.4,1725
68144,2020,X20.to.24.years,587,660,5,4.7,5.3,1247
68144,2020,X25.to.29.years,787,861,6.6,6.4,6.9,1648
68144,2020,X30.to.34.years,483,623,4.4,3.9,5,1106
68144,2020,X35.to.39.years,1078,741,7.3,8.7,5.9,1819
68144,2020,X40.to.44.years,851,770,6.5,6.9,6.2,1621
68144,2020,X45.to.49.years,798,815,6.5,6.4,6.5,1613
68144,2020,X50.to.54.years,825,902,6.9,6.7,7.2,1727
68144,2020,X55.to.59.years,657,850,6.1,5.3,6.8,1507
68144,2020,X60.to.64.years,884,846,7,7.1,6.8,1730
68144,2020,X65.to.69.years,774,732,6.1,6.3,5.9,1506
68144,2020,X70.to.74.years,537,534,4.3,4.3,4.3,1071
68144,2020,X75.to.79.years,455,253,2.8,3.7,2,708
68144,2020,X80.to.84.years,206,259,1.9,1.7,2.1,465
68144,2020,X85.years.and.over,256,164,1.7,2.1,1.3,420
68144,2020,Median.age..years.,40.2,39.2,NA,NA,NA,39.8
68147,2018,Total.population,5723,5479,NA,NA,NA,11202
68147,2018,Under.5.years,454,176,5.6,7.9,3.2,630
68147,2018,X5.to.9.years,404,566,8.7,7.1,10.3,970
68147,2018,X10.to.14.years,315,402,6.4,5.5,7.3,717
68147,2018,X15.to.19.years,502,563,9.5,8.8,10.3,1065
68147,2018,X20.to.24.years,502,432,8.3,8.8,7.9,934
68147,2018,X25.to.29.years,213,358,5.1,3.7,6.5,571
68147,2018,X30.to.34.years,317,353,6,5.5,6.4,670
68147,2018,X35.to.39.years,444,284,6.5,7.8,5.2,728
68147,2018,X40.to.44.years,359,328,6.1,6.3,6,687
68147,2018,X45.to.49.years,325,464,7,5.7,8.5,789
68147,2018,X50.to.54.years,431,391,7.3,7.5,7.1,822
68147,2018,X55.to.59.years,396,223,5.5,6.9,4.1,619
68147,2018,X60.to.64.years,203,315,4.6,3.5,5.7,518
68147,2018,X65.to.69.years,265,132,3.5,4.6,2.4,397
68147,2018,X70.to.74.years,271,189,4.1,4.7,3.4,460
68147,2018,X75.to.79.years,164,152,2.8,2.9,2.8,316
68147,2018,X80.to.84.years,81,103,1.6,1.4,1.9,184
68147,2018,X85.years.and.over,77,48,1.1,1.3,0.9,125
68147,2018,Median.age..years.,36.3,33.9,NA,NA,NA,35.3
68147,2019,Total.population,5881,5393,NA,NA,NA,11274
68147,2019,Under.5.years,563,222,7,9.6,4.1,785
68147,2019,X5.to.9.years,418,547,8.6,7.1,10.1,965
68147,2019,X10.to.14.years,291,335,5.6,4.9,6.2,626
68147,2019,X15.to.19.years,462,459,8.2,7.9,8.5,921
68147,2019,X20.to.24.years,502,377,7.8,8.5,7,879
68147,2019,X25.to.29.years,317,420,6.5,5.4,7.8,737
68147,2019,X30.to.34.years,435,445,7.8,7.4,8.3,880
68147,2019,X35.to.39.years,402,281,6.1,6.8,5.2,683
68147,2019,X40.to.44.years,349,287,5.6,5.9,5.3,636
68147,2019,X45.to.49.years,277,480,6.7,4.7,8.9,757
68147,2019,X50.to.54.years,388,347,6.5,6.6,6.4,735
68147,2019,X55.to.59.years,446,276,6.4,7.6,5.1,722
68147,2019,X60.to.64.years,211,290,4.4,3.6,5.4,501
68147,2019,X65.to.69.years,266,132,3.5,4.5,2.4,398
68147,2019,X70.to.74.years,263,190,4,4.5,3.5,453
68147,2019,X75.to.79.years,175,148,2.9,3,2.7,323
68147,2019,X80.to.84.years,80,123,1.8,1.4,2.3,203
68147,2019,X85.years.and.over,36,34,0.6,0.6,0.6,70
68147,2019,Median.age..years.,34.6,34.2,NA,NA,NA,34.4
68147,2020,Total.population,5780,5653,NA,NA,NA,11433
68147,2020,Under.5.years,526,358,7.7,9.1,6.3,884
68147,2020,X5.to.9.years,384,425,7.1,6.6,7.5,809
68147,2020,X10.to.14.years,375,283,5.8,6.5,5,658
68147,2020,X15.to.19.years,438,368,7,7.6,6.5,806
68147,2020,X20.to.24.years,431,313,6.5,7.5,5.5,744
68147,2020,X25.to.29.years,343,400,6.5,5.9,7.1,743
68147,2020,X30.to.34.years,442,368,7.1,7.6,6.5,810
68147,2020,X35.to.39.years,352,345,6.1,6.1,6.1,697
68147,2020,X40.to.44.years,467,403,7.6,8.1,7.1,870
68147,2020,X45.to.49.years,200,294,4.3,3.5,5.2,494
68147,2020,X50.to.54.years,349,439,6.9,6,7.8,788
68147,2020,X55.to.59.years,389,449,7.3,6.7,7.9,838
68147,2020,X60.to.64.years,271,498,6.7,4.7,8.8,769
68147,2020,X65.to.69.years,282,129,3.6,4.9,2.3,411
68147,2020,X70.to.74.years,310,276,5.1,5.4,4.9,586
68147,2020,X75.to.79.years,77,128,1.8,1.3,2.3,205
68147,2020,X80.to.84.years,117,114,2,2,2,231
68147,2020,X85.years.and.over,27,63,0.8,0.5,1.1,90
68147,2020,Median.age..years.,34.5,39.2,NA,NA,NA,36.8
68152,2018,Total.population,3298,3029,NA,NA,NA,6327
68152,2018,Under.5.years,182,138,5.1,5.5,4.6,320
68152,2018,X5.to.9.years,187,195,6,5.7,6.4,382
68152,2018,X10.to.14.years,162,269,6.8,4.9,8.9,431
68152,2018,X15.to.19.years,195,207,6.4,5.9,6.8,402
68152,2018,X20.to.24.years,161,162,5.1,4.9,5.3,323
68152,2018,X25.to.29.years,104,94,3.1,3.2,3.1,198
68152,2018,X30.to.34.years,150,145,4.7,4.5,4.8,295
68152,2018,X35.to.39.years,121,132,4,3.7,4.4,253
68152,2018,X40.to.44.years,203,138,5.4,6.2,4.6,341
68152,2018,X45.to.49.years,278,244,8.3,8.4,8.1,522
68152,2018,X50.to.54.years,227,193,6.6,6.9,6.4,420
68152,2018,X55.to.59.years,197,246,7,6,8.1,443
68152,2018,X60.to.64.years,250,194,7,7.6,6.4,444
68152,2018,X65.to.69.years,200,178,6,6.1,5.9,378
68152,2018,X70.to.74.years,220,222,7,6.7,7.3,442
68152,2018,X75.to.79.years,127,128,4,3.9,4.2,255
68152,2018,X80.to.84.years,99,65,2.6,3,2.1,164
68152,2018,X85.years.and.over,235,79,5,7.1,2.6,314
68152,2018,Median.age..years.,48.2,45.4,NA,NA,NA,46.6
68152,2019,Total.population,3525,3104,NA,NA,NA,6629
